Numero	url	cat1	cat2	cat3	cat4	cat5	cat6
94	https://www.amazon.com/s?bbn=154682011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154657011%2Cn%3A154682011%2Cn%3A154685011&dc&qid=1689403219&rnid=154682011&ref=lp_154682011_nr_n_1	Arts & Photography	Graphic Design	Graphic Arts	Use of Ornament		
95	https://www.amazon.com/s?bbn=154657011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154657011%2Cn%3A154686011&dc&qid=1689403177&rnid=154657011&ref=lp_154657011_nr_n_9	Arts & Photography	Graphic Design	Lithography			
96	https://www.amazon.com/s?bbn=154657011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154657011%2Cn%3A154687011&dc&qid=1689403177&rnid=154657011&ref=lp_154657011_nr_n_10	Arts & Photography	Graphic Design	Pop Culture			
97	https://www.amazon.com/s?bbn=154657011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154657011%2Cn%3A154688011&dc&qid=1689403177&rnid=154657011&ref=lp_154657011_nr_n_11	Arts & Photography	Graphic Design	Printmaking			
98	https://www.amazon.com/s?bbn=154657011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154657011%2Cn%3A154689011&dc&qid=1689403177&rnid=154657011&ref=lp_154657011_nr_n_12	Arts & Photography	Graphic Design	Silk Screen & Batik			
99	https://www.amazon.com/s?bbn=154657011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154657011%2Cn%3A154690011&dc&qid=1689403177&rnid=154657011&ref=lp_154657011_nr_n_13	Arts & Photography	Graphic Design	Typography			
100	https://www.amazon.com/s?bbn=154607011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154655011&dc&qid=1689403026&rnid=154607011&ref=lp_154607011_nr_n_5	Arts & Photography	Individual Artists				
101	https://www.amazon.com/s?bbn=156302011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156303011&dc&qid=1689403235&rnid=156302011&ref=lp_156302011_nr_n_0	Arts & Photography	Music	Business			
102	https://www.amazon.com/s?bbn=156302011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A17744481011&dc&qid=1689403235&rnid=156302011&ref=lp_156302011_nr_n_1	Arts & Photography	Music	Essays			
103	https://www.amazon.com/s?bbn=156302011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156305011&dc&qid=1689403235&rnid=156302011&ref=lp_156302011_nr_n_2	Arts & Photography	Music	History & Criticism			
104	https://www.amazon.com/s?bbn=156306011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156306011%2Cn%3A156307011&dc&qid=1689403242&rnid=156306011&ref=lp_156306011_nr_n_0	Arts & Photography	Music	Instruments & Performers	Brass		
105	https://www.amazon.com/s?bbn=156306011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156306011%2Cn%3A156309011&dc&qid=1689403242&rnid=156306011&ref=lp_156306011_nr_n_1	Arts & Photography	Music	Instruments & Performers	Guitar		
106	https://www.amazon.com/s?bbn=156306011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156306011%2Cn%3A156310011&dc&qid=1689403242&rnid=156306011&ref=lp_156306011_nr_n_2	Arts & Photography	Music	Instruments & Performers	Percussion		
107	https://www.amazon.com/s?bbn=156306011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156306011%2Cn%3A156311011&dc&qid=1689403242&rnid=156306011&ref=lp_156306011_nr_n_3	Arts & Photography	Music	Instruments & Performers	Piano		
108	https://www.amazon.com/s?bbn=156306011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156306011%2Cn%3A156312011&dc&qid=1689403242&rnid=156306011&ref=lp_156306011_nr_n_4	Arts & Photography	Music	Instruments & Performers	Strings		
109	https://www.amazon.com/s?bbn=156306011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156306011%2Cn%3A156313011&dc&qid=1689403242&rnid=156306011&ref=lp_156306011_nr_n_5	Arts & Photography	Music	Instruments & Performers	Voice		
110	https://www.amazon.com/s?bbn=156306011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156306011%2Cn%3A156314011&dc&qid=1689403242&rnid=156306011&ref=lp_156306011_nr_n_6	Arts & Photography	Music	Instruments & Performers	Woodwinds		
111	https://www.amazon.com/s?bbn=156315011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156317011&dc&qid=1689403256&rnid=156315011&ref=lp_156315011_nr_n_0	Arts & Photography	Music	Musical Genres	Blues		
112	https://www.amazon.com/s?bbn=156315011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156318011&dc&qid=1689403256&rnid=156315011&ref=lp_156315011_nr_n_1	Arts & Photography	Music	Musical Genres	Classical		
113	https://www.amazon.com/s?bbn=156315011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156321011&dc&qid=1689403256&rnid=156315011&ref=lp_156315011_nr_n_2	Arts & Photography	Music	Musical Genres	Contemporary Christian		
114	https://www.amazon.com/s?bbn=156315011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156322011&dc&qid=1689403256&rnid=156315011&ref=lp_156315011_nr_n_3	Arts & Photography	Music	Musical Genres	Country		
115	https://www.amazon.com/s?bbn=156323011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156323011%2Cn%3A156324011&dc&qid=1689403265&rnid=156323011&ref=lp_156323011_nr_n_0	Arts & Photography	Music	Musical Genres	Ethnic & International	Ethnomusicology	
116	https://www.amazon.com/s?bbn=156323011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156323011%2Cn%3A156326011&dc&qid=1689403265&rnid=156323011&ref=lp_156323011_nr_n_1	Arts & Photography	Music	Musical Genres	Ethnic & International	International	
117	https://www.amazon.com/s?bbn=156323011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156323011%2Cn%3A156327011&dc&qid=1689403265&rnid=156323011&ref=lp_156323011_nr_n_2	Arts & Photography	Music	Musical Genres	Ethnic & International	Salsa	
118	https://www.amazon.com/s?bbn=156315011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156330011&dc&qid=1689403256&rnid=156315011&ref=lp_156315011_nr_n_5	Arts & Photography	Music	Musical Genres	Folk & Traditional		
119	https://www.amazon.com/s?bbn=156315011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156332011&dc&qid=1689403256&rnid=156315011&ref=lp_156315011_nr_n_6	Arts & Photography	Music	Musical Genres	Heavy Metal		
120	https://www.amazon.com/s?bbn=156315011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156333011&dc&qid=1689403256&rnid=156315011&ref=lp_156315011_nr_n_7	Arts & Photography	Music	Musical Genres	Jazz		
121	https://www.amazon.com/s?bbn=156315011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156334011&dc&qid=1689403256&rnid=156315011&ref=lp_156315011_nr_n_8	Arts & Photography	Music	Musical Genres	Lullabies		
122	https://www.amazon.com/s?bbn=156315011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156335011&dc&qid=1689403256&rnid=156315011&ref=lp_156315011_nr_n_9	Arts & Photography	Music	Musical Genres	Military Marches		
123	https://www.amazon.com/s?bbn=156315011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156336011&dc&qid=1689403256&rnid=156315011&ref=lp_156315011_nr_n_10	Arts & Photography	Music	Musical Genres	Musicals		
124	https://www.amazon.com/s?bbn=156315011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156337011&dc&qid=1689403256&rnid=156315011&ref=lp_156315011_nr_n_11	Arts & Photography	Music	Musical Genres	New Age		
125	https://www.amazon.com/s?bbn=156315011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156338011&dc&qid=1689403256&rnid=156315011&ref=lp_156315011_nr_n_12	Arts & Photography	Music	Musical Genres	Opera		
126	https://www.amazon.com/s?bbn=156315011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156339011&dc&qid=1689403256&rnid=156315011&ref=lp_156315011_nr_n_13	Arts & Photography	Music	Musical Genres	Popular		
127	https://www.amazon.com/s?bbn=156315011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156340011&dc&qid=1689403256&rnid=156315011&ref=lp_156315011_nr_n_14	Arts & Photography	Music	Musical Genres	Punk		
128	https://www.amazon.com/s?bbn=156315011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156341011&dc&qid=1689403256&rnid=156315011&ref=lp_156315011_nr_n_15	Arts & Photography	Music	Musical Genres	Rap		
129	https://www.amazon.com/s?bbn=156315011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156342011&dc&qid=1689403256&rnid=156315011&ref=lp_156315011_nr_n_16	Arts & Photography	Music	Musical Genres	Reggae		
130	https://www.amazon.com/s?bbn=156343011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156343011%2Cn%3A156344011&dc&qid=1689403293&rnid=156343011&ref=lp_156343011_nr_n_0	Arts & Photography	Music	Musical Genres	Religious & Sacred Music	Christian	
131	https://www.amazon.com/s?bbn=156343011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156343011%2Cn%3A156346011&dc&qid=1689403293&rnid=156343011&ref=lp_156343011_nr_n_1	Arts & Photography	Music	Musical Genres	Religious & Sacred Music	Gospel	
132	https://www.amazon.com/s?bbn=156343011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156343011%2Cn%3A156347011&dc&qid=1689403293&rnid=156343011&ref=lp_156343011_nr_n_2	Arts & Photography	Music	Musical Genres	Religious & Sacred Music	Hymns	
133	https://www.amazon.com/s?bbn=156343011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156343011%2Cn%3A156348011&dc&qid=1689403293&rnid=156343011&ref=lp_156343011_nr_n_3	Arts & Photography	Music	Musical Genres	Religious & Sacred Music	Jewish	
134	https://www.amazon.com/s?bbn=156343011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156343011%2Cn%3A156349011&dc&qid=1689403293&rnid=156343011&ref=lp_156343011_nr_n_4	Arts & Photography	Music	Musical Genres	Religious & Sacred Music	Muslim	
135	https://www.amazon.com/s?bbn=156315011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156351011&dc&qid=1689403256&rnid=156315011&ref=lp_156315011_nr_n_18	Arts & Photography	Music	Musical Genres	Rock		
136	https://www.amazon.com/s?bbn=156315011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156315011%2Cn%3A156352011&dc&qid=1689403256&rnid=156315011&ref=lp_156315011_nr_n_19	Arts & Photography	Music	Musical Genres	Soul		
137	https://www.amazon.com/s?bbn=156302011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A14530429011&dc&qid=1689403235&rnid=156302011&ref=lp_156302011_nr_n_5	Arts & Photography	Music	Philosophy & Social Aspects			
138	https://www.amazon.com/s?bbn=156302011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156353011&dc&qid=1689403235&rnid=156302011&ref=lp_156302011_nr_n_6	Arts & Photography	Music	Recording & Sound			
139	https://www.amazon.com/s?bbn=156302011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156354011&dc&qid=1689403235&rnid=156302011&ref=lp_156302011_nr_n_7	Arts & Photography	Music	Reference			
140	https://www.amazon.com/s?bbn=156302011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156357011&dc&qid=1689403235&rnid=156302011&ref=lp_156302011_nr_n_8	Arts & Photography	Music	Songbooks			
141	https://www.amazon.com/s?bbn=156358011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156358011%2Cn%3A156359011&dc&qid=1689403315&rnid=156358011&ref=lp_156358011_nr_n_0	Arts & Photography	Music	Theory, Composition & Performance	Appreciation		
142	https://www.amazon.com/s?bbn=156358011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156358011%2Cn%3A156360011&dc&qid=1689403315&rnid=156358011&ref=lp_156358011_nr_n_1	Arts & Photography	Music	Theory, Composition & Performance	Composition		
143	https://www.amazon.com/s?bbn=156358011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156358011%2Cn%3A156361011&dc&qid=1689403315&rnid=156358011&ref=lp_156358011_nr_n_2	Arts & Photography	Music	Theory, Composition & Performance	Conducting		
144	https://www.amazon.com/s?bbn=156358011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156358011%2Cn%3A156362011&dc&qid=1689403315&rnid=156358011&ref=lp_156358011_nr_n_3	Arts & Photography	Music	Theory, Composition & Performance	Exercises		
145	https://www.amazon.com/s?bbn=156358011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156358011%2Cn%3A156363011&dc&qid=1689403315&rnid=156358011&ref=lp_156358011_nr_n_4	Arts & Photography	Music	Theory, Composition & Performance	Instruction & Study		
146	https://www.amazon.com/s?bbn=156358011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156358011%2Cn%3A156364011&dc&qid=1689403315&rnid=156358011&ref=lp_156358011_nr_n_5	Arts & Photography	Music	Theory, Composition & Performance	MIDI, Mixers, etc.		
147	https://www.amazon.com/s?bbn=156358011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156358011%2Cn%3A156370011&dc&qid=1689403315&rnid=156358011&ref=lp_156358011_nr_n_6	Arts & Photography	Music	Theory, Composition & Performance	Songwriting		
148	https://www.amazon.com/s?bbn=156358011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156358011%2Cn%3A156371011&dc&qid=1689403315&rnid=156358011&ref=lp_156358011_nr_n_7	Arts & Photography	Music	Theory, Composition & Performance	Techniques		
149	https://www.amazon.com/s?bbn=156358011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A156302011%2Cn%3A156358011%2Cn%3A156372011&dc&qid=1689403315&rnid=156358011&ref=lp_156358011_nr_n_8	Arts & Photography	Music	Theory, Composition & Performance	Theory		
150	https://www.amazon.com/s?bbn=154607011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154691011&dc&qid=1689403026&rnid=154607011&ref=lp_154607011_nr_n_7	Arts & Photography	Performing Arts				
151	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154716011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_0	Arts & Photography	Photography	Architectural			
152	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A14530430011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_1	Arts & Photography	Photography	Astrophotography			
153	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154717011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_2	Arts & Photography	Photography	Cinematography			
154	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154718011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_3	Arts & Photography	Photography	Collections, Catalogues & Exhibitions			
155	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154719011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_4	Arts & Photography	Photography	Color			
156	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154720011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_5	Arts & Photography	Photography	Criticism & Essays			
157	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154721011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_6	Arts & Photography	Photography	Darkroom & Processing			
158	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154722011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_7	Arts & Photography	Photography	Digital Photography			
159	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154723011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_8	Arts & Photography	Photography	Equipment			
160	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A2243074011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_9	Arts & Photography	Photography	Erotica			
161	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154724011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_10	Arts & Photography	Photography	Fashion			
162	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A14530432011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_11	Arts & Photography	Photography	Food			
163	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154726011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_12	Arts & Photography	Photography	History			
164	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154727011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_13	Arts & Photography	Photography	Lighting			
165	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154728011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_14	Arts & Photography	Photography	Nature & Wildlife			
166	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154729011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_15	Arts & Photography	Photography	Photo Essays			
167	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154730011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_16	Arts & Photography	Photography	Photographers, A-Z			
168	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154731011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_17	Arts & Photography	Photography	Photojournalism			
169	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154732011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_18	Arts & Photography	Photography	Portraits & Selfies			
170	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154733011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_19	Arts & Photography	Photography	Professional			
171	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154734011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_20	Arts & Photography	Photography	Reference			
172	https://www.amazon.com/s?bbn=154715011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A14530433011&dc&qid=1689403334&rnid=154715011&ref=lp_154715011_nr_n_21	Arts & Photography	Photography	Street			
173	https://www.amazon.com/s?bbn=154735011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154735011%2Cn%3A154736011&dc&qid=1689403374&rnid=154735011&ref=lp_154735011_nr_n_0	Arts & Photography	Photography	Travel	Africa		
174	https://www.amazon.com/s?bbn=154735011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154735011%2Cn%3A154737011&dc&qid=1689403374&rnid=154735011&ref=lp_154735011_nr_n_1	Arts & Photography	Photography	Travel	Asia		
175	https://www.amazon.com/s?bbn=154735011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154735011%2Cn%3A154738011&dc&qid=1689403374&rnid=154735011&ref=lp_154735011_nr_n_2	Arts & Photography	Photography	Travel	Australasia		
176	https://www.amazon.com/s?bbn=154735011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154735011%2Cn%3A154739011&dc&qid=1689403374&rnid=154735011&ref=lp_154735011_nr_n_3	Arts & Photography	Photography	Travel	Canada		
177	https://www.amazon.com/s?bbn=154735011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154735011%2Cn%3A154740011&dc&qid=1689403374&rnid=154735011&ref=lp_154735011_nr_n_4	Arts & Photography	Photography	Travel	Central America		
178	https://www.amazon.com/s?bbn=154735011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154735011%2Cn%3A154741011&dc&qid=1689403374&rnid=154735011&ref=lp_154735011_nr_n_5	Arts & Photography	Photography	Travel	Europe		
179	https://www.amazon.com/s?bbn=154735011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154735011%2Cn%3A154742011&dc&qid=1689403374&rnid=154735011&ref=lp_154735011_nr_n_6	Arts & Photography	Photography	Travel	Far East		
180	https://www.amazon.com/s?bbn=154735011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154715011%2Cn%3A154735011%2Cn%3A154744011&dc&qid=1689403374&rnid=154735011&ref=lp_154735011_nr_n_7	Arts & Photography	Photography	Travel	Great Britain		
